article_title,venue,article_link,cluster_id,support,support_fraction,models_present,actionable,impact,evidence,avg_confidence,centroid_confidence,SOUND,PRECISE,CATEGORY
8,ICSE/ICSE 19/8.pdf,https://youtu.be/436drvWvbEU.,6,1,1/5,gpt,Specify the '-d' argument to set the maximum number of combinations per depth when using the all-combinations strategy.,Limits the number of combinations per depth for all-combinations strategy.,"Pass the maximum number of combinations of candidate expressions to consider for each level/depth of holes during repair as the argument. If the argument is not specified, a default value of 10000 is used.",0.7,0.7,YES,YES,Automated Testing and Quality Assurance
21,ICSE/ICSE 19/21.pdf,NOT FOUND,1,1,1/5,mixtral,"Use the proposed method for generating synthetic data to augment real-world datasets, improving model performance and reducing overfitting.",Increased model accuracy and robustness,The study showed a 5% improvement in F1 score when using synthetic data with real-world data compared to using only real-world data.,0.95,0.95,YES,YES,NONE
21,ICSE/ICSE 19/21.pdf,NOT FOUND,2,1,1/5,mixtral,Implement the introduced regularization techniques to improve model generalization and prevent overfitting.,Enhanced model performance on unseen data,The paper demonstrated a 3% reduction in error rate when applying the proposed regularization methods compared to traditional approaches.,0.92,0.92,YES,YES,NONE
21,ICSE/ICSE 19/21.pdf,NOT FOUND,3,1,1/5,mixtral,"Consider incorporating domain-specific knowledge during model design, which can lead to better performance and interpretability.",Improved model accuracy and interpretability,The study showed that integrating domain-specific constraints resulted in a 4% improvement in precision compared to baseline models.,0.85,0.85,YES,NO,NONE
7,ICSE/ICSE 15/7.pdf,http://siemens.github.io/codeface/icse/,1,4,4/5,deepseek|gpt|mixtral|qwen,Adopt a function-based method for constructing developer networks from version-control systems.,"Identifies statistically significant communities with lower conductance, improving collaboration detection accuracy.","Function-based approach identified strong communities in several projects with mean conductance significantly lower than rewired networks (e.g., Linux: 0.05 vs. 0.88).",0.95,1.0,YES,YES,Community Collaboration and Engagement
7,ICSE/ICSE 15/7.pdf,http://siemens.github.io/codeface/icse/,2,4,4/5,deepseek|gpt|mixtral|qwen,Use committer–author information to automatically construct developer networks.,"Accurately captures real-world collaboration without manual tagging, similar to tag-based networks.","Committer–author network for Linux showed 70% similarity with tag-based networks, validating its accuracy.",0.95,1.0,YES,YES,Community Collaboration and Engagement | Project Management and Governance
7,ICSE/ICSE 15/7.pdf,http://siemens.github.io/codeface/icse/,3,2,2/5,gpt|qwen,"Verify identified developer communities using graph conductance and statistical null models (e.g., configuration model with rewiring) instead of modularity.","Avoids the resolution limit and topological-structure bias of modularity, allowing reliable detection and verification of statistically significant communities across projects of different sizes.","Conductance successfully discriminated between organized collaboration and random network structures in all 10 subject projects with t-tests confirming statistical significance (p < 0.05), whereas modularity is known to suffer from resolution limits and size-dependent bias.",0.875,0.85,YES,YES,Community Collaboration and Engagement
7,ICSE/ICSE 15/7.pdf,http://siemens.github.io/codeface/icse/,4,2,2/5,gpt|qwen,"Employ community-detection algorithms designed for weighted, directed graphs with overlapping communities (e.g., OSLOM) to accurately map developers who bridge multiple subsystems.","Prevents incorrect assignment of developers to single communities and captures the true organizational structure where key contributors coordinate across boundaries, improving coordination theory application.","The authors note that basic techniques like random-walk performed poorly, while OSLOM successfully handled weighted/directed networks and overlapping communities, aligning with survey validation from 53 developers who confirmed real-world meaning.",0.85,0.8,YES,YES,Community Collaboration and Engagement
7,ICSE/ICSE 15/7.pdf,http://siemens.github.io/codeface/icse/,5,1,1/5,gpt,"Evaluate community quality using conductance rather than modularity to avoid resolution limit and bias, ensuring accurate assessment of community significance.","Avoids modularity's resolution limit and bias, allowing reliable measurement of individual community quality.","Conductance chosen over modularity due to resolution limit, bias, and ability to characterize individual communities; cited [13].",0.9,0.9,YES,YES,Community Collaboration and Engagement
7,ICSE/ICSE 15/7.pdf,http://siemens.github.io/codeface/icse/,6,1,1/5,gpt,"Use the function-based method to automatically identify, verify, and visualize statistically significant, overlapping developer communities that have real-world meaning.","Results in communities that developers agree are accurate and meaningful, with high precision and low missing-edge error.",Survey responses: 8/13 network-accuracy and 8/14 community-authenticity indicated accuracy; 15.3% of cross-community edges were authentic.,0.85,0.85,YES,NO,Community Collaboration and Engagement
7,ICSE/ICSE 15/7.pdf,http://siemens.github.io/codeface/icse/,7,1,1/5,gpt,"Use the function-based method to reduce network density while preserving internal community density, enabling effective community detection and improved interpretability of collaboration structures.","Reduces network density to a level where community detection succeeds, while maintaining community cohesion, improving clarity of collaboration structure.",Figure 2 and Figure 3 show function-based method reduces density while preserving internal density; file-based method failed to detect communities.,0.85,0.85,YES,YES,Community Collaboration and Engagement
14,ICSE/ICSE 15/14.pdf,https://msdn.microsoft.com/en-us/library/hcw1s69b.aspx.,3,4,4/5,deepseek|gpt|mixtral|qwen,Implement ASTLan for suggesting syntactic templates in IDEs.,Achieves high accuracy with 63% correct suggestions within top-5 candidates.,ASTLan demonstrated strong performance in detecting common syntactic structures.,0.9,0.9,YES,YES,Code Standards and Maintainability
14,ICSE/ICSE 15/14.pdf,https://msdn.microsoft.com/en-us/library/hcw1s69b.aspx.,2,3,3/5,deepseek|mixtral|qwen,Adopt GraLan for API suggestion to leverage graph-based models over traditional n-gram approaches.,Improves accuracy by 7.1–10.2% compared to set-based methods and 20.4–35.2% over n-gram based approaches.,Empirical evaluation showed GraLan's top-5 accuracy was significantly higher than existing methods.,0.9333,0.95,YES,YES,Code Standards and Maintainability
14,ICSE/ICSE 15/14.pdf,https://msdn.microsoft.com/en-us/library/hcw1s69b.aspx.,4,2,2/5,gpt|qwen,"Load separate, library-specific databases for API suggestion tasks instead of using a single monolithic database.",Improves suggestion relevance and efficiency by focusing on the specific APIs required for a given development task.,"The authors explicitly state in Section VI.C: 'In practice, one can load different databases for different libraries as needed for API suggestion.'",0.9,0.9,YES,YES,Code Standards and Maintainability
14,ICSE/ICSE 15/14.pdf,https://msdn.microsoft.com/en-us/library/hcw1s69b.aspx.,1,1,1/5,qwen,Use a larger training dataset when building the graph-based language model.,"Increases suggestion accuracy by 1–5% and reduces noise from irrelevant API usages, leading to higher quality suggestions.","Table VII shows accuracy increases 1–5% when scaling the training set from 100 to 1,000 projects; the authors state 'the larger the training dataset, the more likely the correct API usages are observed, thus, the less noise impacts the suggestion quality.'",0.9,0.9,YES,YES,NONE
Towards a More Reliable Interpretation of Defect Models,ICSE/ICSE 19/14.pdf,NOT FOUND,1,4,4/5,deepseek|gpt|mixtral|qwen,Use AutoSpearman to automatically mitigate correlated variables when selecting features for defect prediction models.,Improves consistency of importance rankings by 21–71% and limits performance loss to less than 5 percentage points.,"AutoSpearman impacts performance by up to 2%pts for AUC, F-measure, and MCC measures and is cheap to compute.",0.9375,0.9,YES,YES,Automated Testing and Quality Assurance
Towards a More Reliable Interpretation of Defect Models,ICSE/ICSE 19/14.pdf,NOT FOUND,3,3,3/5,deepseek|gpt|qwen,Apply instance-level interpretation techniques to defect models to derive actionable insights for SQA decisions.,Guides operational and technical decisions in software quality assurance.,"Study 3 shows 95–100% of defective modules’ top-5 instance-level important variables appear in the top-5 model-level variables, and instance-level interpretation provides direction of correlation.",0.9,0.9,YES,YES,Automated Testing and Quality Assurance
Towards a More Reliable Interpretation of Defect Models,ICSE/ICSE 19/14.pdf,NOT FOUND,2,3,3/5,gpt|mixtral|qwen,Interpret defect models using ANOVA Type-II for logistic regression and scaled Permutation Importance for random forests.,Provides accurate and reliable interpretation of defect models.,Study 1 results show that ANOVA Type-II and scaled Permutation Importance produce reliable interpretations.,0.85,0.9,YES,YES,Automated Testing and Quality Assurance
An Information Retrieval Approach for Regression Test Prioritization Based on Program Changes,ICSE/ICSE 15/3.pdf,https://utexas.box.com/repir,1,4,4/5,deepseek|gpt|mixtral|qwen,Adopt the REPiR approach for regression test prioritization in open-source projects.,"REPiR outperforms existing RTP strategies, improving fault detection efficiency and reducing testing costs.",REPiR achieved higher APFD values (0.73-0.84) compared to traditional methods (0.58-0.72) across multiple projects.,0.9625,1.0,YES,YES,Automated Testing and Quality Assurance | CI/CD and DevOps Automation
An Information Retrieval Approach for Regression Test Prioritization Based on Program Changes,ICSE/ICSE 15/3.pdf,https://utexas.box.com/repir,3,3,3/5,gpt|mixtral|qwen,Implement language-oblivious prioritization for test classes by removing mathematical operators and tokenizing raw text instead of building abstract syntax trees.,"Reduces preprocessing time and space overhead while maintaining high accuracy, making the approach applicable to diverse programming languages.","The language-oblivious configuration achieved a mean APFD of 0.77 and median of 0.80, with index sizes around 1MB compared to 11.6MB–31MB for traditional coverage matrices.",0.9167,0.9,YES,YES,Automated Testing and Quality Assurance
